Altium Designer Pick and Place Locations
C:\Users\daniel\Documents\GitHub\Altium-Public\isg_cena_host_board_rev1\Project Outputs for isg_cena_host_board_rev1\Pick Place for isg_cena_host_board_rev1.txt

========================================================================================================================
File Design Information:

Date:       10/04/23
Time:       22:23
Revision:   690f7fe592b79ce6b7c564651dde0340e41509e8
Variant:    No variations
Units used: mil

Designator Comment                      Layer       Footprint                  Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                                     
C1_VA      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           4275.000      3985.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
R4_VV      DNP                          BottomLayer RESC1609X50X30LL10T20      1195.000      3895.000      90       DNP                                                                                                                                                             
U2_VV      OPA2992IDDFR                 TopLayer    FP-DDF0008A-MFG            1570.000      3830.000      90       "IC OPAMP GP 2 CIRCUIT TSOT23-8"                                                                                                                                
U3_VV      TPS7A8001DRBT                BottomLayer DRB0008A_V                 1325.000      3830.000      180      "Single Output LDO, 1 A, Adjustable 0.8 to 6 V Output, 2.2 to 6.5 V Input, with High-Bandwidth PSRR, 8-pin SON (DRB), -40 to 125 degC, Green (RoHS & no Sb/Br)" 
TP7_VV     5002                         TopLayer    KSTN-5002                  1100.000      3740.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP8_VV     5002                         TopLayer    KSTN-5002                  1100.000      3920.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
R11_VV     DNP                          TopLayer    RESC1609X50X30LL10T20      1760.000      3900.000      180      DNP                                                                                                                                                             
R9_VV      DNP                          TopLayer    RESC1609X50X30LL10T20      1760.000      3815.000      0        DNP                                                                                                                                                             
R10_VV     "RES SMD 1K 0603"            TopLayer    RESC1609X50X30LL10T20      1760.000      3985.000      0        DNP                                                                                                                                                             
R7_VV      "RES SMD 1K 0603"            BottomLayer RESC1609X50X30LL10T20      1420.000      3685.000      180      DNP                                                                                                                                                             
R8_VV      DNP                          BottomLayer RESC1609X50X30LL10T20      1325.000      3685.000      0        DNP                                                                                                                                                             
R6_VV      "RES SMD 10K 0603"           BottomLayer RESC1609X50X30LL10T20      1195.000      3685.000      90       DNP                                                                                                                                                             
R5_VV      3224W-1-103E                 TopLayer    FP-3224W-MFG               1310.000      3830.000      180      "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R3_VV      "RES SMD 1K 0603"            TopLayer    RESC1609X50X30LL10T20      1675.000      3840.000      270      DNP                                                                                                                                                             
R2_VV      DNP                          BottomLayer RESC1609X50X30LL10T20      1250.000      3685.000      270      DNP                                                                                                                                                             
R1_VV      "RES SMD 1R 0805"            BottomLayer RESC2013X50X30NL20T20      1500.000      3860.000      0        ""                                                                                                                                                              
C7_VV      DNP                          TopLayer    CAPC1608X90X40ML10T20      1805.000      3720.000      90       "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C8_VV      "CAP CER 100nF 0603 X7R"     TopLayer    FP-CC0603-DA-MFG           1570.000      3985.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C6_VV      "CAP CER 10nF 0603 X7R"      TopLayer    CAPC1608X90X40ML10T20      1715.000      3720.000      90       "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C5_VV      "CAP CER 10nF 0603 X7R"      BottomLayer CAPC1608X90X40ML10T20      1100.000      3830.000      180      "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C2_VV      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           1500.000      3775.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C4_VV      "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1660.000      3729.095      270      ""                                                                                                                                                              
C3_VV      "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1625.000      3870.000      90       ""                                                                                                                                                              
C1_VV      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           1325.000      3985.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
U8         LM27762DSSR                  BottomLayer FP-DSS0012B-MFG            2720.000      3800.000      180      "IC REG CHARGE PUMP ADJ DL 12WSON"                                                                                                                              
U6_PA      AD8276ARZ-R7                 BottomLayer FP-R-8-IPC_C               2810.000      2720.000      90       "IC OPAMP DIFF 1 CIRCUIT 8SOIC"                                                                                                                                 
U6_NA      AD8276ARZ-R7                 BottomLayer FP-R-8-IPC_C               2290.000      2720.000      90       "IC OPAMP DIFF 1 CIRCUIT 8SOIC"                                                                                                                                 
U5_PA      LMV358IDR                    BottomLayer FP-D0008A-MFG              2970.000      2390.000      180      "IC OPAMP GP 2 CIRCUIT 8SOIC"                                                                                                                                   
U5_NA      LMV358IDR                    BottomLayer FP-D0008A-MFG              2450.000      2390.000      180      "IC OPAMP GP 2 CIRCUIT 8SOIC"                                                                                                                                   
U9         OPA2992IDDFR                 BottomLayer FP-DDF0008A-MFG            3140.000      3800.000      90       "IC OPAMP GP 2 CIRCUIT TSOT23-8"                                                                                                                                
U4_PA      AD8276ARZ-R7                 BottomLayer FP-R-8-IPC_C               3070.000      2720.000      90       "IC OPAMP DIFF 1 CIRCUIT 8SOIC"                                                                                                                                 
U4_NA      AD8276ARZ-R7                 BottomLayer FP-R-8-IPC_C               2550.000      2720.000      90       "IC OPAMP DIFF 1 CIRCUIT 8SOIC"                                                                                                                                 
U23        DAC8555IPWG4                 BottomLayer TI-PW16_L                  1530.000      2880.000      180      "16-Bit, Quad Channel, Ultralow Glitch, Voltage Output Digital to Analog Converter, -40 to 105 degC, 16-pin SOP (PW16), Green (RoHS & no Sb/Br)"                
U7_PB      LMV358IDR                    BottomLayer FP-D0008A-MFG              3090.000      1560.000      180      "IC OPAMP GP 2 CIRCUIT 8SOIC"                                                                                                                                   
U7_NB      LMV358IDR                    BottomLayer FP-D0008A-MFG              2340.000      1560.000      180      "IC OPAMP GP 2 CIRCUIT 8SOIC"                                                                                                                                   
U22        MCP1541T-I/TT                BottomLayer SOT-23-TT3_L               1470.000      2520.000      0        "4.096V Voltage Reference, 3-Pin SOT-23, Industrial Temperature, Tape and Reel"                                                                                 
U20        DAC8555IPWG4                 BottomLayer TI-PW16_L                  1530.000      2240.000      180      "16-Bit, Quad Channel, Ultralow Glitch, Voltage Output Digital to Analog Converter, -40 to 105 degC, 16-pin SOP (PW16), Green (RoHS & no Sb/Br)"                
TP14       5002                         TopLayer    KSTN-5002                  3475.000      3925.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP13       5002                         TopLayer    KSTN-5002                  2000.000      3925.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP12_PB    5002                         TopLayer    KSTN-5002                  3100.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP12_NB    5002                         TopLayer    KSTN-5002                  2350.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP11_PB    5002                         TopLayer    KSTN-5002                  2940.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP11_NB    5002                         TopLayer    KSTN-5002                  2190.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP10_PB    5002                         TopLayer    KSTN-5002                  3450.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP10_NB    5002                         TopLayer    KSTN-5002                  2700.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP9_PB     5002                         TopLayer    KSTN-5002                  3290.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP9_NB     5002                         TopLayer    KSTN-5002                  2540.000      1080.000      180      "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP23       5002                         TopLayer    KSTN-5002                  1520.000      4520.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP22       5002                         TopLayer    KSTN-5002                  1380.000      4380.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP21       5002                         TopLayer    KSTN-5002                  1240.000      4240.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP20       5002                         TopLayer    KSTN-5002                  1100.000      4100.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP19       5002                         TopLayer    KSTN-5002                  1960.000      1720.000      0        "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP18       5002                         TopLayer    KSTN-5002                  1460.000      1100.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP17       5002                         TopLayer    KSTN-5002                  1340.000      1220.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP16       5002                         TopLayer    KSTN-5002                  1220.000      1340.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP15       5002                         TopLayer    KSTN-5002                  1100.000      1460.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
R37        DNP                          BottomLayer RESC1609X50X30LL10T20      3340.000      3750.000      90       DNP                                                                                                                                                             
R32        3224W-1-103E                 TopLayer    FP-3224W-MFG               3075.000      4125.000      90       "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R33        DNP                          BottomLayer RESC1608X55X30LL10T20_A    2670.000      3490.000      0        "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R39        "RES SMD 10K 0603"           BottomLayer RESC1608X55X30LL10T20_A    3170.000      3660.000      180      "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R38        "RES SMD 10K 0603"           BottomLayer RESC1608X55X30LL10T20_A    3170.000      3600.000      0        "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R36        "RES SMD 1K 0603"            BottomLayer RESC1608X55X30LL10T20_A    3280.000      3750.000      270      "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R28        "RES SMD 10K 0603"           BottomLayer RESC1609X55X30LL15T15      2690.000      3990.000      90       "Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                               
R27        "RES SMD 10K 0603"           BottomLayer RESC1609X55X30LL15T15      2550.000      3580.000      180      "Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                               
R34        "RES SMD 1K 0603"            BottomLayer RESC1608X55X30LL10T20_A    2870.000      3490.000      180      "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R35        DNP                          BottomLayer RESC1609X50X30LL10T20      3280.000      3850.000      90       DNP                                                                                                                                                             
R30        "RES SMD 1K 0603"            BottomLayer RESC1608X55X30LL10T20_A    2770.000      3490.000      0        "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R29        "RES SMD 12.1K 1% 0603"      BottomLayer RESC1608X55X30LL10T20_A    2780.000      3960.000      180      "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R26        "RES SMD 6.04K 1% 0603"      BottomLayer RESC1608X55X30LL10T20_A    2780.000      4020.000      0        "Chip Resistor, 0 Ohm, +/- 5%, 100 mW, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
R25_PB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      2960.000      1330.000      90       ""                                                                                                                                                              
R25_NB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      2210.000      1330.000      90       ""                                                                                                                                                              
R24_PB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      3080.000      1330.000      270      ""                                                                                                                                                              
R24_NB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      2330.000      1330.000      270      ""                                                                                                                                                              
R23_PB     3224W-1-104E                 TopLayer    FP-3224W-MFG               3020.000      1300.000      90       "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R23_NB     3224W-1-104E                 TopLayer    FP-3224W-MFG               2270.000      1300.000      90       "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R21_PB     "RES SMD 10R 0805 1%"        BottomLayer RESC2013X55X40NL15T20      3020.000      1200.000      0        ""                                                                                                                                                              
R21_NB     "RES SMD 10R 0805 1%"        BottomLayer RESC2013X55X40NL15T20      2270.000      1200.000      0        ""                                                                                                                                                              
R19_PB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      3310.000      1330.000      90       ""                                                                                                                                                              
R19_NB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      2560.000      1330.000      90       ""                                                                                                                                                              
R18_PB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      3430.000      1330.000      270      ""                                                                                                                                                              
R18_NB     "RES SMD 0R 0805"            BottomLayer RESC2013X55X40NL15T20      2680.000      1330.000      270      ""                                                                                                                                                              
R17_PB     3224W-1-103E                 TopLayer    FP-3224W-MFG               3370.000      1300.000      90       "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R17_NB     3224W-1-103E                 TopLayer    FP-3224W-MFG               2620.000      1300.000      90       "TRIMMER 10K OHM 0.25W J LEAD TOP"                                                                                                                              
R15_PB     "RES SMD 10R 0805 1%"        BottomLayer RESC2013X55X40NL15T20      3370.000      1200.000      0        ""                                                                                                                                                              
R15_NB     "RES SMD 10R 0805 1%"        BottomLayer RESC2013X55X40NL15T20      2620.000      1200.000      0        ""                                                                                                                                                              
R13_PA     "RES SMD 20K 1% 0603"        BottomLayer RESC1609X50X30LL10T20      2880.000      3040.000      90       DNP                                                                                                                                                             
R13_NA     "RES SMD 20K 1% 0603"        BottomLayer RESC1609X50X30LL10T20      2360.000      3040.000      90       DNP                                                                                                                                                             
R12_PA     "RES SMD 2K 1% 0603"         BottomLayer RESC1609X50X30LL10T20      3140.000      3040.000      90       DNP                                                                                                                                                             
R12_NA     "RES SMD 2K 1% 0603"         BottomLayer RESC1609X50X30LL10T20      2620.000      3040.000      90       DNP                                                                                                                                                             
R53        "RES SMD 1 OHM 0603"         BottomLayer RESC1609X50X30LL10T20      1590.000      2640.000      0        ""                                                                                                                                                              
R52        "RES SMD 0 OHM 0603"         BottomLayer RESC1609X50X30LL10T20      1985.000      2752.362      270      ""                                                                                                                                                              
R51        DNP                          BottomLayer RESC1609X50X30LL10T20      1930.000      2752.362      270      ""                                                                                                                                                              
R50        "RES SMD 1 OHM 0603"         BottomLayer RESC1609X50X30LL10T20      1255.000      2520.000      270      ""                                                                                                                                                              
R49        "RES SMD 1 OHM 0603"         BottomLayer RESC1609X50X30LL10T20      1590.000      1995.000      0        ""                                                                                                                                                              
R48        "RES SMD 0 OHM 0603"         BottomLayer RESC1609X50X30LL10T20      1985.000      2400.000      90       ""                                                                                                                                                              
R47        DNP                          BottomLayer RESC1609X50X30LL10T20      1930.000      2400.000      90       ""                                                                                                                                                              
Q4_PA      MMBT2222ALT1G                BottomLayer ONSC-SOT-23-3-318-08_V     2770.000      3040.000      90       "General Purpose Transistor, NPN Silicon, 3-Pin SOT-23, Pb-Free, Tape and Reel"                                                                                 
Q4_NA      MMBT2222ALT1G                BottomLayer ONSC-SOT-23-3-318-08_V     2250.000      3040.000      90       "General Purpose Transistor, NPN Silicon, 3-Pin SOT-23, Pb-Free, Tape and Reel"                                                                                 
Q3_PA      MMBT2222ALT1G                BottomLayer ONSC-SOT-23-3-318-08_V     3030.000      3040.000      90       "General Purpose Transistor, NPN Silicon, 3-Pin SOT-23, Pb-Free, Tape and Reel"                                                                                 
Q3_NA      MMBT2222ALT1G                BottomLayer ONSC-SOT-23-3-318-08_V     2510.000      3040.000      90       "General Purpose Transistor, NPN Silicon, 3-Pin SOT-23, Pb-Free, Tape and Reel"                                                                                 
FB4        742792651                    BottomLayer FP-742792651-MFG           1735.000      2640.000      180      "FERRITE BEAD 600 OHM 0603 1LN"                                                                                                                                 
FB3        742792651                    BottomLayer FP-742792651-MFG           1325.000      2525.000      270      "FERRITE BEAD 600 OHM 0603 1LN"                                                                                                                                 
FB2        742792651                    BottomLayer FP-742792651-MFG           1710.000      1995.000      180      "FERRITE BEAD 600 OHM 0603 1LN"                                                                                                                                 
C23        DNP                          BottomLayer CAPC1608X90X40ML10T20      3280.000      3940.000      0        "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C22        "CAP CER 10nF 0603 X7R"      BottomLayer CAPC1608X90X40ML10T20      3140.000      3940.000      180      "Chip Capacitor, 10 nF, +/- 10%, 50 V, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel"                                                                
C63        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1470.000      2640.000      180      ""                                                                                                                                                              
C21        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     2720.000      3580.000      180      ""                                                                                                                                                              
C20        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2720.000      3660.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C19        "CAP CER 470nF 10V 0805"     BottomLayer CAPC0805(2012)145_M        2550.000      3720.000      270      "CAP 470nF 10V ±5% 0805 (2012 Metric) Thickness 1.45mm SMD"                                                                                                     
C18        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     2538.000      3940.000      180      ""                                                                                                                                                              
C17        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2538.000      3860.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C16        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     2950.000      3875.905      90       ""                                                                                                                                                              
C15        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2870.000      3865.905      90       "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C14        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     2950.000      3704.095      270      ""                                                                                                                                                              
C13        "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2870.000      3714.095      270      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C11_PA     "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2850.000      2920.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C11_NA     "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2330.000      2920.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C10_PA     "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           3110.000      2920.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C10_NA     "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2590.000      2920.000      180      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C9_PA      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2770.000      2390.000      270      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C9_NA      "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2250.000      2390.000      270      "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C62        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1470.000      2720.000      180      ""                                                                                                                                                              
C61        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1590.000      2720.000      0        ""                                                                                                                                                              
C60        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1760.000      2960.000      0        ""                                                                                                                                                              
C59        "CAP CER 4.7uF 0805 10V X7R" BottomLayer CAPC2013X140X50NL20T25     1760.000      2800.000      0        ""                                                                                                                                                              
C58        "CAP CER 1uF 0805 16V X7R"   BottomLayer CAPC2013X140X50NL20T25     1760.000      2880.000      0        ""                                                                                                                                                              
C57        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1155.000      2520.000      180      ""                                                                                                                                                              
C12_PB     "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           3040.000      1720.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C12_NB     "CAP CER 100nF 0603 X7R"     BottomLayer FP-CC0603-DA-MFG           2340.000      1720.000      0        "CAP CER 0.1UF 16V X7R 0603"                                                                                                                                    
C56        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1585.000      2520.000      90       ""                                                                                                                                                              
C54        "CAP CER 4.7uF 0805 X7R"     BottomLayer CAPC2013X140X50NL20T25     1470.000      1995.000      180      ""                                                                                                                                                              
C53        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1470.000      2080.000      180      ""                                                                                                                                                              
C52        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1590.000      2080.000      0        ""                                                                                                                                                              
C51        "CAP CER 0.1uF 50V X7R 0603" BottomLayer FP-CC0603-DA-MFG           1760.000      2320.000      0        ""                                                                                                                                                              
C50        "CAP CER 4.7uF 0805 10V X7R" BottomLayer CAPC2013X140X50NL20T25     1760.000      2160.000      0        ""                                                                                                                                                              
C49        "CAP CER 1uF 0805 16V X7R"   BottomLayer CAPC2013X140X50NL20T25     1760.000      2240.000      0        ""                                                                                                                                                              
TP2        5001                         TopLayer    KSTN-5001                  4230.000      4190.000      90       "Test Point, Black, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP1        5002                         TopLayer    KSTN-5002                  4230.000      4370.000      90       "Test Point, White, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP6        5001                         TopLayer    KSTN-5001                  1960.000      1580.000      0        "Test Point, Black, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP5        5001                         TopLayer    KSTN-5001                  4060.000      1080.000      0        "Test Point, Black, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP4        5001                         TopLayer    KSTN-5001                  4060.000      4520.000      0        "Test Point, Black, 1-Pin THD, RoHS, Bulk"                                                                                                                      
TP3        5001                         TopLayer    KSTN-5001                  2060.000      4520.000      0        "Test Point, Black, 1-Pin THD, RoHS, Bulk"                                                                                                                      
Q2         BCV61B                       BottomLayer INF-SOT143-4-1_V           3055.000      2155.000      180      "NPN Silicon Double Transistor, 30 V VCEO, 100 mA IC, SOT143-4-1, Reel, Green"                                                                                  
Q1         BCV61B                       BottomLayer INF-SOT143-4-1_V           2875.000      2155.000      180      "NPN Silicon Double Transistor, 30 V VCEO, 100 mA IC, SOT143-4-1, Reel, Green"                                                                                  
J7         ""                           TopLayer    FP-FTSH-108-02-F-DV        1180.000      2240.000      270      "CONN HEADER SMD 16POS 1.27MM"                                                                                                                                  
J6         ""                           TopLayer    FP-FTSH-108-02-F-DV        4420.000      2800.000      90       "CONN HEADER SMD 16POS 1.27MM"                                                                                                                                  
J5         ""                           TopLayer    FP-FTSH-108-02-F-DV        1180.000      2800.000      270      "CONN HEADER SMD 16POS 1.27MM"                                                                                                                                  
J2         ""                           TopLayer    FP-FTSH-108-02-F-DV        4419.882      3360.000      90       "CONN HEADER SMD 16POS 1.27MM"                                                                                                                                  
J1         ""                           TopLayer    FP-FTSH-108-02-F-DV        1180.000      3360.000      270      "CONN HEADER SMD 16POS 1.27MM"                                                                                                                                  
X2         TFM-125-02-X-D-A             TopLayer    SAMTEC-TFM-125-02-X-D-A    3600.000      2800.000      90       "SAMTEC TFM-125-02-X-D-A"                                                                                                                                       
X1         TFM-125-02-X-D-A             TopLayer    SAMTEC-TFM-125-02-X-D-A    2000.000      2800.000      90       "SAMTEC TFM-125-02-X-D-A"                                                                                                                                       
P1         22-23-2021                   TopLayer    MOLX-22-23-2021_V          3300.000      4460.000      0        "Male Header, Pitch 2.54 mm, 1 x 2 Position, Height 10.67 mm, Tail Length 3.56 mm, 0 to 75 degC, RoHS, Bulk"                                                    
MH4        OPTICAL-MOUNT-HOLE-1/4-20    TopLayer    MH-1/4-20                  1800.000      1300.000      0        ""                                                                                                                                                              
MH3        OPTICAL-MOUNT-HOLE-1/4-20    TopLayer    MH-1/4-20                  3800.000      1300.000      0        ""                                                                                                                                                              
MH2        OPTICAL-MOUNT-HOLE-1/4-20    TopLayer    MH-1/4-20                  3800.000      4300.000      0        ""                                                                                                                                                              
MH1        OPTICAL-MOUNT-HOLE-1/4-20    TopLayer    MH-1/4-20                  1800.000      4300.000      0        ""                                                                                                                                                              
J4         CONMMCX002                   TopLayer    CON-MMCX-RA                2720.000      4460.000      0        "MMCX Female Right Angle PCB Mount Connector, Thru-Hole"                                                                                                        
J3         CONMMCX002                   TopLayer    CON-MMCX-RA                2380.000      4460.000      0        "MMCX Female Right Angle PCB Mount Connector, Thru-Hole"                                                                                                        
